Feature,Coefficient,Odds_Ratio
AreaName_Room #2 (Powder),-0.3236375610059527,0.7235124239796826
SiteName_Room #2,-0.3236375610059527,0.7235124239796826
SiteName_R62,-0.3404316459213739,0.7114631563041779
Location_Filler – East,-0.34799520866083233,0.7061022593816912
SiteName_R61,-0.34799520866083233,0.7061022593816912
SiteName_By K73,-0.35408873110918476,0.7018126919739542
SiteName_Room #3,-0.3548415183546087,0.7012845751355095
AreaName_Room #3 (Storage),-0.3548415183546087,0.7012845751355095
AreaName_WC 3 - Tubes (West),-0.3680415496901763,0.6920884250316848
SiteName_By K48,-0.36890050991062884,0.6914942038482617
SiteName_By K70,-0.36916123980844373,0.6913139341370256
DepartmentName_ASR Mass storage,-0.3714719302107345,0.6897183658065924
Location_Lanes,-0.3714719302107345,0.6897183658065924
SiteName_By K3A,-0.3767378492592301,0.6860959108740665
SiteName_R54,-0.37786695141985155,0.6853216756762767
SiteName_By K3B,-0.3830215290078178,0.68179822068876
SiteName_R16,-0.3871391227762842,0.6789966244598099
Frequency_Bi-Monthly,-0.391037970360877,0.6763544741282531
Year_2024,-0.39302791236230245,0.675009906202121
DepartmentName_AGI,-0.40582050478994014,0.6664297776427628
SiteName_By K2A,-0.4170492355607673,0.6589884734783363
SiteName_By K MU-04,-0.4363096016281843,0.6464175630216581
DepartmentName_Pre-weigh,-0.45571531385904984,0.633994300800452
SiteName_R60,-0.4660380616847613,0.6274834005174365
Zone_Quasi,-0.4795005008382427,0.619092550797558
SiteName_BSC 892,-0.5207024901201538,0.5941030498203489
DepartmentName_Melville Misc. Warehouse,-0.5399305068324894,0.5827887508030741
SiteName_R67,-0.549554921151493,0.5772066556917049
AreaName_West Mezzanine B,-0.5705332024780931,0.5652239795107332
SiteName_R68,-0.5780783940651392,0.5609753049837519
AreaName_2nd Floor Hallway,-0.5793252553892728,0.5602762824548136
SiteName_Structured Water Area,-0.5909911317010399,0.5537781455694263
AreaName_Creams Lab #1,-0.5957348942541817,0.5511573746119507
SiteName_LFH 894,-0.5964549242133758,0.5507606676275953
Season_Spring,-0.6461012735987398,0.5240850631402569
Season_Winter,-0.6866738607588808,0.5032471585092355
AreaName_Creams Lab #4,-0.7191960009957917,0.4871437616530637
DepartmentName_Hallway,-0.7536093939018692,0.4706646690181088
Location_Center of Hallway,-0.7536093939018692,0.4706646690181088
SiteName_R05,-0.8405847296265606,0.43145816328434966
AreaName_Alcohol Lab,-0.9269601179402343,0.395754931978351
SiteName_Center of Room,-0.9394306939517864,0.39085028546287803
SiteName_R11,-0.9469819051603106,0.3879100077070093
SiteName_R07,-0.9975707929747177,0.36877418281073826
Year_2026,-1.0015564629433065,0.36730729583067073
Air_AirUnits.AirType_(CFU/Hr),-1.0817352334313872,0.3390067591071134
