Mid,DepartmentName,AreaName,SiteName,Location,Alert,Action,SampleDate,CFU,Zone,Frequency,Action/Alert Count,Air_AirUnits.AirType,Year,Month,MonthName,DayOfYear,Season
1375,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2025-08-21,4.0,Quasi,Monthly,,(CFU/160L),2025,8,August,233,Summer
1480,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2025-09-03,0.0,Quasi,Monthly,,(CFU/160L),2025,9,September,246,Fall
1494,QC Micro,<2> Media Storage (#2321),Center of Room,Center of Room,,,2025-09-13,0.0,Quasi,Monthly,,(CFU/160L),2025,9,September,256,Fall
1495,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2025-09-13,0.0,Quasi,Monthly,,(CFU/160L),2025,9,September,256,Fall
1716,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2025-10-07,17.0,Quasi,Monthly,,(CFU/160L),2025,10,October,280,Fall
1730,QC Micro,<2> Media Storage (#2321),Center of Room,Center of Room,,,2025-10-21,3.0,Quasi,Monthly,,(CFU/160L),2025,10,October,294,Fall
1731,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2025-10-21,2.0,Quasi,Monthly,,(CFU/160L),2025,10,October,294,Fall
1867,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2025-11-24,1.0,Quasi,Monthly,,(CFU/160L),2025,11,November,328,Fall
1868,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2025-11-24,0.0,Quasi,Monthly,,(CFU/160L),2025,11,November,328,Fall
1882,QC Micro,<2> Media Storage (#2321),Center of Room,Center of Room,,,2025-11-11,0.0,Quasi,Monthly,,(CFU/160L),2025,11,November,315,Fall
1883,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2025-11-11,3.0,Quasi,Monthly,,(CFU/160L),2025,11,November,315,Fall
1987,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2025-12-09,5.0,Quasi,Monthly,,(CFU/160L),2025,12,December,343,Winter
1988,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2025-12-09,2.0,Quasi,Monthly,,(CFU/160L),2025,12,December,343,Winter
2002,QC Micro,<2> Media Storage (#2321),Center of Room,Center of Room,,,2025-12-05,0.0,Quasi,Monthly,,(CFU/160L),2025,12,December,339,Winter
2003,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2025-12-05,0.0,Quasi,Monthly,,(CFU/160L),2025,12,December,339,Winter
9908,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2026-01-08,1.0,Quasi,Monthly,,(CFU/160L),2026,1,January,8,Winter
9909,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2026-01-08,0.0,Quasi,Monthly,,(CFU/160L),2026,1,January,8,Winter
9923,QC Micro,<2> Media Storage (#2321),Center of Room,Center of Room,,,2026-01-27,0.0,Quasi,Monthly,,(CFU/160L),2026,1,January,27,Winter
9924,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2026-01-27,0.0,Quasi,Monthly,,(CFU/160L),2026,1,January,27,Winter
10072,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2026-02-04,3.0,Quasi,Monthly,,(CFU/160L),2026,2,February,35,Winter
10086,QC Micro,<2> Media Storage (#2321),Center of Room,Center of Room,,,2026-02-09,0.0,Quasi,Monthly,,(CFU/160L),2026,2,February,40,Winter
10087,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2026-02-09,1.0,Quasi,Monthly,,(CFU/160L),2026,2,February,40,Winter
10196,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2026-03-10,0.0,Quasi,Monthly,,(CFU/160L),2026,3,March,69,Spring
10197,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2026-03-10,1.0,Quasi,Monthly,,(CFU/160L),2026,3,March,69,Spring
10211,QC Micro,<2> Media Storage (#2321),Center of Room,Center of Room,,,2026-03-16,0.0,Quasi,Monthly,,(CFU/160L),2026,3,March,75,Spring
10212,QC Micro,<3>Media Prep (#2322),Center of Room,Center of Room,,,2026-03-16,5.0,Quasi,Monthly,,(CFU/160L),2026,3,March,75,Spring
46216,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2024-02-01,0.0,Quasi,Monthly,,(CFU/160L),2024,2,February,32,Winter
46217,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2024-04-01,0.0,Quasi,Monthly,,(CFU/160L),2024,4,April,92,Spring
46218,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2024-12-01,0.0,Quasi,Monthly,,(CFU/160L),2024,12,December,336,Winter
46565,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-02-01,0.0,Quasi,Monthly,,(CFU/160L),2024,2,February,32,Winter
46566,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-04-01,0.0,Quasi,Monthly,,(CFU/160L),2024,4,April,92,Spring
46567,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-07-01,0.0,Quasi,Monthly,,(CFU/160L),2024,7,July,183,Summer
46568,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-12-01,0.0,Quasi,Monthly,,(CFU/160L),2024,12,December,336,Winter
46767,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-12-01,1.0,Quasi,Monthly,,(CFU/160L),2023,12,December,335,Winter
46768,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2024-01-01,1.0,Quasi,Monthly,,(CFU/160L),2024,1,January,1,Winter
46769,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2024-09-01,1.0,Quasi,Monthly,,(CFU/160L),2024,9,September,245,Fall
47257,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-03-01,1.0,Quasi,Monthly,,(CFU/160L),2024,3,March,61,Spring
47258,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-09-01,1.0,Quasi,Monthly,,(CFU/160L),2024,9,September,245,Fall
47410,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-03-01,2.0,Quasi,Monthly,,(CFU/160L),2023,3,March,60,Spring
47411,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-05-01,2.0,Quasi,Monthly,,(CFU/160L),2023,5,May,121,Spring
47412,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-10-01,2.0,Quasi,Monthly,,(CFU/160L),2023,10,October,274,Fall
47413,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2024-05-01,2.0,Quasi,Monthly,,(CFU/160L),2024,5,May,122,Spring
47414,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2024-06-01,2.0,Quasi,Monthly,,(CFU/160L),2024,6,June,153,Summer
47891,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-04-01,2.0,Quasi,Monthly,,(CFU/160L),2023,4,April,91,Spring
47892,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-01-01,2.0,Quasi,Monthly,,(CFU/160L),2024,1,January,1,Winter
48006,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-02-01,3.0,Quasi,Monthly,,(CFU/160L),2023,2,February,32,Winter
48506,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-06-01,3.0,Quasi,Monthly,,(CFU/160L),2024,6,June,153,Summer
48631,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-08-01,4.0,Quasi,Monthly,,(CFU/160L),2023,8,August,213,Summer
48632,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2024-11-01,4.0,Quasi,Monthly,,(CFU/160L),2024,11,November,306,Fall
49072,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-08-01,4.0,Quasi,Monthly,,(CFU/160L),2023,8,August,213,Summer
49073,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-11-01,4.0,Quasi,Monthly,,(CFU/160L),2023,11,November,305,Fall
49074,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-12-01,4.0,Quasi,Monthly,,(CFU/160L),2023,12,December,335,Winter
49075,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-05-01,4.0,Quasi,Monthly,,(CFU/160L),2024,5,May,122,Spring
49076,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-11-01,4.0,Quasi,Monthly,,(CFU/160L),2024,11,November,306,Fall
49168,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-04-01,5.0,Quasi,Monthly,,(CFU/160L),2023,4,April,91,Spring
49169,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-11-01,5.0,Quasi,Monthly,,(CFU/160L),2023,11,November,305,Fall
49550,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-10-01,5.0,Quasi,Monthly,,(CFU/160L),2024,10,October,275,Fall
49618,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-07-01,6.0,Quasi,Monthly,,(CFU/160L),2023,7,July,182,Summer
50031,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-01-01,7.0,Quasi,Monthly,,(CFU/160L),2023,1,January,1,Winter
50032,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2024-03-01,7.0,Quasi,Monthly,,(CFU/160L),2024,3,March,61,Spring
50033,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2024-07-01,7.0,Quasi,Monthly,,(CFU/160L),2024,7,July,183,Summer
50291,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-05-01,7.0,Quasi,Monthly,,(CFU/160L),2023,5,May,121,Spring
50292,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-07-01,7.0,Quasi,Monthly,,(CFU/160L),2023,7,July,182,Summer
50351,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2024-10-01,8.0,Quasi,Monthly,,(CFU/160L),2024,10,October,275,Fall
50581,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-02-01,8.0,Quasi,Monthly,,(CFU/160L),2023,2,February,32,Winter
50582,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-03-01,8.0,Quasi,Monthly,,(CFU/160L),2023,3,March,60,Spring
50621,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,25.0,30.0,2024-08-01,9.0,Quasi,Monthly,,(CFU/160L),2024,8,August,214,Summer
50827,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2024-08-01,9.0,Quasi,Monthly,,(CFU/160L),2024,8,August,214,Summer
51351,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-10-01,12.0,Quasi,Monthly,,(CFU/160L),2023,10,October,274,Fall
51374,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-06-01,13.0,Quasi,Monthly,,(CFU/160L),2023,6,June,152,Summer
51375,AGI,AGI Main,Pre-Weigh Station,Pre-Weigh Station,55.0,60.0,2023-09-01,13.0,Quasi,Monthly,,(CFU/160L),2023,9,September,244,Fall
51636,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-06-01,14.0,Quasi,Monthly,,(CFU/160L),2023,6,June,152,Summer
51732,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-01-01,15.0,Quasi,Monthly,,(CFU/160L),2023,1,January,1,Winter
51840,AGI,AGI Main,UltraFiltration Station,UltraFiltration Station,25.0,30.0,2023-09-01,16.0,Quasi,Monthly,,(CFU/160L),2023,9,September,244,Fall
207,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,15.0,20.0,2025-01-09,0.0,Quasi,Quarterly,,(CFU/160L),2025,1,January,9,Winter
208,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2025-02-19,0.0,Quasi,Quarterly,,(CFU/160L),2025,2,February,50,Winter
209,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2025-03-11,0.0,Quasi,Quarterly,,(CFU/160L),2025,3,March,70,Spring
715,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,15.0,20.0,2025-04-21,0.0,Quasi,Quarterly,,(CFU/160L),2025,4,April,111,Spring
716,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2025-05-19,0.0,Quasi,Quarterly,,(CFU/160L),2025,5,May,139,Spring
717,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2025-06-12,8.0,Quasi,Quarterly,,(CFU/160L),2025,6,June,163,Summer
1226,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,15.0,20.0,2025-07-23,0.0,Quasi,Quarterly,,(CFU/160L),2025,7,July,204,Summer
1227,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2025-08-07,2.0,Quasi,Quarterly,,(CFU/160L),2025,8,August,219,Summer
1228,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2025-09-13,5.0,Quasi,Quarterly,,(CFU/160L),2025,9,September,256,Fall
1734,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,15.0,20.0,2025-10-20,5.0,Quasi,Quarterly,,(CFU/160L),2025,10,October,293,Fall
1735,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2025-11-11,1.0,Quasi,Quarterly,,(CFU/160L),2025,11,November,315,Fall
1736,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2025-12-05,0.0,Quasi,Quarterly,,(CFU/160L),2025,12,December,339,Winter
9927,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,15.0,20.0,2026-01-16,0.0,Quasi,Quarterly,,(CFU/160L),2026,1,January,16,Winter
9928,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2026-02-09,0.0,Quasi,Quarterly,,(CFU/160L),2026,2,February,40,Winter
9929,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2026-03-16,2.0,Quasi,Quarterly,,(CFU/160L),2026,3,March,75,Spring
46156,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2024-01-01,0.0,Quasi,Quarterly,,(CFU/160L),2024,1,January,1,Winter
46157,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2023-09-01,0.0,Quasi,Quarterly,,(CFU/160L),2023,9,September,244,Fall
46158,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2024-11-01,0.0,Quasi,Quarterly,,(CFU/160L),2024,11,November,306,Fall
46159,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,10.0,15.0,2023-06-01,0.0,Quasi,Quarterly,,(CFU/160L),2023,6,June,152,Summer
46160,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,10.0,15.0,2023-10-01,0.0,Quasi,Quarterly,,(CFU/160L),2023,10,October,274,Fall
46161,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2024-09-01,0.0,Quasi,Quarterly,,(CFU/160L),2024,9,September,245,Fall
46730,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2023-10-01,1.0,Quasi,Quarterly,,(CFU/160L),2023,10,October,274,Fall
46731,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2023-11-01,1.0,Quasi,Quarterly,,(CFU/160L),2023,11,November,305,Fall
46732,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2024-04-01,1.0,Quasi,Quarterly,,(CFU/160L),2024,4,April,92,Spring
46733,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2023-10-01,1.0,Quasi,Quarterly,,(CFU/160L),2023,10,October,274,Fall
46734,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2024-08-01,1.0,Quasi,Quarterly,,(CFU/160L),2024,8,August,214,Summer
46735,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,10.0,15.0,2023-03-01,1.0,Quasi,Quarterly,,(CFU/160L),2023,3,March,60,Spring
46736,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,10.0,15.0,2023-12-01,1.0,Quasi,Quarterly,,(CFU/160L),2023,12,December,335,Winter
46737,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,10.0,15.0,2024-03-01,1.0,Quasi,Quarterly,,(CFU/160L),2024,3,March,61,Spring
46738,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2024-12-01,1.0,Quasi,Quarterly,,(CFU/160L),2024,12,December,336,Winter
47386,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2023-12-01,2.0,Quasi,Quarterly,,(CFU/160L),2023,12,December,335,Winter
47387,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2024-02-01,2.0,Quasi,Quarterly,,(CFU/160L),2024,2,February,32,Winter
47388,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,15.0,20.0,2024-06-01,2.0,Quasi,Quarterly,,(CFU/160L),2024,6,June,153,Summer
47985,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2023-01-01,3.0,Quasi,Quarterly,,(CFU/160L),2023,1,January,1,Winter
47986,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2023-04-01,3.0,Quasi,Quarterly,,(CFU/160L),2023,4,April,91,Spring
47987,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2023-09-01,3.0,Quasi,Quarterly,,(CFU/160L),2023,9,September,244,Fall
47988,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2024-05-01,3.0,Quasi,Quarterly,,(CFU/160L),2024,5,May,122,Spring
48613,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2023-06-01,4.0,Quasi,Quarterly,,(CFU/160L),2023,6,June,152,Summer
48614,QC Micro,<4>Main Lab (#2318),Culture Bench 3,Center of Room,10.0,15.0,2023-09-01,4.0,Quasi,Quarterly,,(CFU/160L),2023,9,September,244,Fall
49150,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2023-12-01,5.0,Quasi,Quarterly,,(CFU/160L),2023,12,December,335,Winter
49151,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,15.0,20.0,2024-07-01,5.0,Quasi,Quarterly,,(CFU/160L),2024,7,July,183,Summer
49152,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,15.0,20.0,2024-10-01,5.0,Quasi,Quarterly,,(CFU/160L),2024,10,October,275,Fall
49153,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2023-02-01,5.0,Quasi,Quarterly,,(CFU/160L),2023,2,February,32,Winter
50020,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,15.0,20.0,2024-06-01,7.0,Quasi,Quarterly,,(CFU/160L),2024,6,June,153,Summer
51225,QC Micro,<4>Main Lab (#2318),Culture Bench 1,Center of Room,10.0,15.0,2023-07-01,12.0,Quasi,Quarterly,Alert,(CFU/160L),2023,7,July,182,Summer
51368,QC Micro,<4>Main Lab (#2318),Culture Bench 2,Center of Room,10.0,15.0,2023-05-01,13.0,Quasi,Quarterly,Alert,(CFU/160L),2023,5,May,121,Spring
210,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-01-30,3.0,Quasi,Monthly,,(CFU/160L),2025,1,January,30,Winter
211,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-01-30,8.0,Quasi,Monthly,,(CFU/160L),2025,1,January,30,Winter
212,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-01-30,1.0,Quasi,Monthly,,(CFU/160L),2025,1,January,30,Winter
222,Hallway,1st Floor Hallway,(D04) Mens LR infront of exit,Center of Hallway,,,2025-01-30,1.0,General,Monthly,,(CFU/160L),2025,1,January,30,Winter
223,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-01-30,4.0,General,Monthly,,(CFU/160L),2025,1,January,30,Winter
359,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-02-28,5.0,Quasi,Monthly,,(CFU/160L),2025,2,February,59,Winter
360,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-02-28,3.0,Quasi,Monthly,,(CFU/160L),2025,2,February,59,Winter
361,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-02-28,6.0,Quasi,Monthly,,(CFU/160L),2025,2,February,59,Winter
371,Hallway,1st Floor Hallway,(D04) Mens LR infront of exit,Center of Hallway,,,2025-02-28,10.0,General,Monthly,,(CFU/160L),2025,2,February,59,Winter
372,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-02-28,9.0,General,Monthly,,(CFU/160L),2025,2,February,59,Winter
479,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-03-27,13.0,Quasi,Monthly,,(CFU/160L),2025,3,March,86,Spring
480,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-03-27,3.0,Quasi,Monthly,,(CFU/160L),2025,3,March,86,Spring
481,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-03-27,6.0,Quasi,Monthly,,(CFU/160L),2025,3,March,86,Spring
491,Hallway,1st Floor Hallway,(D04) Mens LR infront of exit,Center of Hallway,,,2025-03-27,20.0,General,Monthly,,(CFU/160L),2025,3,March,86,Spring
492,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-03-27,15.0,General,Monthly,,(CFU/160L),2025,3,March,86,Spring
730,Hallway,1st Floor Hallway,(D04) Mens LR infront of exit,Center of Hallway,,,2025-04-16,7.0,General,Monthly,,(CFU/160L),2025,4,April,106,Spring
731,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-04-30,0.0,General,Monthly,,(CFU/160L),2025,4,April,120,Spring
867,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-05-20,8.0,Quasi,Monthly,,(CFU/160L),2025,5,May,140,Spring
868,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-05-20,24.0,Quasi,Monthly,,(CFU/160L),2025,5,May,140,Spring
869,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-05-20,43.0,Quasi,Monthly,,(CFU/160L),2025,5,May,140,Spring
987,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-06-24,8.0,Quasi,Monthly,,(CFU/160L),2025,6,June,175,Summer
988,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-06-24,46.0,Quasi,Monthly,,(CFU/160L),2025,6,June,175,Summer
989,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-06-24,26.0,Quasi,Monthly,,(CFU/160L),2025,6,June,175,Summer
1000,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-06-24,27.0,General,Monthly,,(CFU/160L),2025,6,June,175,Summer
1231,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-07-15,12.0,Quasi,Monthly,,(CFU/160L),2025,7,July,196,Summer
1242,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-07-15,12.0,General,Monthly,,(CFU/160L),2025,7,July,196,Summer
1378,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-08-07,44.0,Quasi,Monthly,,(CFU/160L),2025,8,August,219,Summer
1379,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-08-07,35.0,Quasi,Monthly,,(CFU/160L),2025,8,August,219,Summer
1380,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-08-07,59.0,Quasi,Monthly,,(CFU/160L),2025,8,August,219,Summer
1390,Hallway,1st Floor Hallway,(D04) Mens LR infront of exit,Center of Hallway,,,2025-08-07,26.0,General,Monthly,,(CFU/160L),2025,8,August,219,Summer
1391,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-08-07,67.0,General,Monthly,,(CFU/160L),2025,8,August,219,Summer
1498,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-09-26,3.0,Quasi,Monthly,,(CFU/160L),2025,9,September,269,Fall
1510,Hallway,1st Floor Hallway,(D04) Mens LR infront of exit,Center of Hallway,,,2025-09-26,4.0,General,Monthly,,(CFU/160L),2025,9,September,269,Fall
1737,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-10-24,3.0,Quasi,Monthly,,(CFU/160L),2025,10,October,297,Fall
1738,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-10-24,10.0,Quasi,Monthly,,(CFU/160L),2025,10,October,297,Fall
1739,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-10-24,14.0,Quasi,Monthly,,(CFU/160L),2025,10,October,297,Fall
1749,Hallway,1st Floor Hallway,(D04) Mens LR infront of exit,Center of Hallway,,,2025-10-24,3.0,General,Monthly,,(CFU/160L),2025,10,October,297,Fall
1750,Hallway,1st Floor Hallway,(D05) Womens LR infront of exit,Center of Hallway,,,2025-10-24,16.0,General,Monthly,,(CFU/160L),2025,10,October,297,Fall
1886,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-11-13,54.0,Quasi,Monthly,,(CFU/160L),2025,11,November,317,Fall
1887,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-11-13,11.0,Quasi,Monthly,,(CFU/160L),2025,11,November,317,Fall
1888,Hallway,1st Floor Hallway,(D02) Center of PAL-2,Center of Hallway,,,2025-11-13,31.0,Quasi,Monthly,,(CFU/160L),2025,11,November,317,Fall
2006,Hallway,1st Floor Hallway,(D03) Center of PAL-3,Center of Hallway,,,2025-12-12,29.0,Quasi,Monthly,,(CFU/160L),2025,12,December,346,Winter
2007,Hallway,1st Floor Hallway,(D01) Center of PAL-1,Center of Hallway,,,2025-12-12,16.0,Quasi,Monthly,,(CFU/160L),2025,12,December,346,Winter
