Mid,DepartmentName,AreaName,SiteName,Location,Alert,Action,SampleDate,CFU,Zone,Frequency,Action/Alert Count,Air_AirUnits.AirType,Year,Month,MonthName,DayOfYear,Season
50104,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-06,11.0,Clean,Quarterly,,(CFU/160L),2023,9,September,249,Fall
50141,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-06,12.0,Clean,Quarterly,,(CFU/160L),2023,9,September,249,Fall
50142,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-06,13.0,Clean,Quarterly,,(CFU/160L),2023,9,September,249,Fall
50151,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-06,14.0,Clean,Quarterly,,(CFU/160L),2023,9,September,249,Fall
50152,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-06,14.0,Clean,Quarterly,,(CFU/160L),2023,9,September,249,Fall
50155,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-06,20.0,Clean,Quarterly,,(CFU/160L),2023,9,September,249,Fall
50191,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-01-29,7.0,Clean,Quarterly,,(CFU/160L),2024,1,January,29,Winter
50196,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-22,7.0,Clean,Quarterly,,(CFU/160L),2024,2,February,53,Winter
50198,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-20,7.0,Clean,Quarterly,,(CFU/160L),2024,4,April,111,Spring
50200,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-13,7.0,Clean,Quarterly,,(CFU/160L),2024,5,May,134,Spring
50201,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-13,7.0,Clean,Quarterly,,(CFU/160L),2024,5,May,134,Spring
50247,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-16,7.0,Clean,Quarterly,,(CFU/160L),2024,5,May,137,Spring
50502,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-02,8.0,Clean,Quarterly,,(CFU/160L),2024,2,February,33,Winter
50504,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-21,8.0,Clean,Quarterly,,(CFU/160L),2024,2,February,52,Winter
50506,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-22,8.0,Clean,Quarterly,,(CFU/160L),2024,2,February,53,Winter
50509,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-09,8.0,Clean,Quarterly,,(CFU/160L),2024,4,April,100,Spring
50510,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-11,8.0,Clean,Quarterly,,(CFU/160L),2024,4,April,102,Spring
50511,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-20,8.0,Clean,Quarterly,,(CFU/160L),2024,4,April,111,Spring
50512,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-22,8.0,Clean,Quarterly,,(CFU/160L),2024,4,April,113,Spring
50548,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-15,8.0,Clean,Quarterly,,(CFU/160L),2024,5,May,136,Spring
50765,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-02,9.0,Clean,Quarterly,,(CFU/160L),2024,2,February,33,Winter
50770,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-22,9.0,Clean,Quarterly,,(CFU/160L),2024,4,April,113,Spring
50773,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-14,9.0,Clean,Quarterly,,(CFU/160L),2024,5,May,135,Spring
50920,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-27,4.0,Clean,Quarterly,,(CFU/160L),2023,9,September,270,Fall
50950,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-27,7.0,Clean,Quarterly,,(CFU/160L),2023,9,September,270,Fall
50951,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-27,8.0,Clean,Quarterly,,(CFU/160L),2023,9,September,270,Fall
50953,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-27,10.0,Clean,Quarterly,,(CFU/160L),2023,9,September,270,Fall
50956,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-27,16.0,Clean,Quarterly,,(CFU/160L),2023,9,September,270,Fall
50973,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-27,22.0,Clean,Quarterly,,(CFU/160L),2023,9,September,270,Fall
50990,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-01-29,10.0,Clean,Quarterly,,(CFU/160L),2024,1,January,29,Winter
50992,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-02,10.0,Clean,Quarterly,,(CFU/160L),2024,2,February,33,Winter
50993,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-02,10.0,Clean,Quarterly,,(CFU/160L),2024,2,February,33,Winter
50995,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-03-20,10.0,Clean,Quarterly,,(CFU/160L),2024,3,March,80,Spring
50997,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-20,10.0,Clean,Quarterly,,(CFU/160L),2024,4,April,111,Spring
51077,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-28,7.0,Clean,Quarterly,,(CFU/160L),2023,9,September,271,Fall
51101,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-28,16.0,Clean,Quarterly,,(CFU/160L),2023,9,September,271,Fall
51129,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-28,26.0,Clean,Quarterly,Alert,(CFU/160L),2023,9,September,271,Fall
51151,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-03-20,11.0,Clean,Quarterly,,(CFU/160L),2024,3,March,80,Spring
51152,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-10,11.0,Clean,Quarterly,,(CFU/160L),2024,4,April,101,Spring
51318,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-02,12.0,Clean,Quarterly,,(CFU/160L),2024,2,February,33,Winter
51320,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-14,12.0,Clean,Quarterly,,(CFU/160L),2024,5,May,135,Spring
51456,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-01,13.0,Clean,Quarterly,,(CFU/160L),2024,2,February,32,Winter
51457,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-13,13.0,Clean,Quarterly,,(CFU/160L),2024,5,May,134,Spring
51458,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-14,13.0,Clean,Quarterly,,(CFU/160L),2024,5,May,135,Spring
51480,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-15,13.0,Clean,Quarterly,,(CFU/160L),2024,5,May,136,Spring
51599,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-01,14.0,Clean,Quarterly,,(CFU/160L),2024,2,February,32,Winter
51659,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-08-14,21.0,Clean,Quarterly,,(CFU/160L),2023,8,August,226,Summer
51718,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-02-02,15.0,Clean,Quarterly,,(CFU/160L),2024,2,February,33,Winter
51816,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-14,10.0,Clean,Quarterly,,(CFU/160L),2023,11,November,318,Fall
51828,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-16,16.0,Clean,Quarterly,,(CFU/160L),2024,5,May,137,Spring
51860,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-14,30.0,Clean,Quarterly,Alert,(CFU/160L),2023,11,November,318,Fall
51865,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-15,4.0,Clean,Quarterly,,(CFU/160L),2023,11,November,319,Fall
51874,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-15,9.0,Clean,Quarterly,,(CFU/160L),2023,11,November,319,Fall
51875,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-15,11.0,Clean,Quarterly,,(CFU/160L),2023,11,November,319,Fall
51881,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,3.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51884,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,6.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51898,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,9.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51899,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,9.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51900,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,9.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51903,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,10.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51911,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-01-29,17.0,Clean,Quarterly,,(CFU/160L),2024,1,January,29,Winter
51913,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,13.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51922,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-15,17.0,Clean,Quarterly,,(CFU/160L),2024,5,May,136,Spring
51946,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,14.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51949,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-16,15.0,Clean,Quarterly,,(CFU/160L),2023,11,November,320,Fall
51962,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-17,3.0,Clean,Quarterly,,(CFU/160L),2023,11,November,321,Fall
51991,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-15,18.0,Clean,Quarterly,,(CFU/160L),2024,5,May,136,Spring
51992,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-05-16,18.0,Clean,Quarterly,,(CFU/160L),2024,5,May,137,Spring
52022,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-17,7.0,Clean,Quarterly,,(CFU/160L),2023,11,November,321,Fall
52137,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-08-15,21.0,Clean,Quarterly,,(CFU/160L),2023,8,August,227,Summer
52140,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-08-16,21.0,Clean,Quarterly,,(CFU/160L),2023,8,August,228,Summer
52147,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,0.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52150,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,1.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52164,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,3.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52165,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,3.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52199,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,7.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52200,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,9.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52202,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,11.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52203,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,13.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52204,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-11-30,13.0,Clean,Quarterly,,(CFU/160L),2023,11,November,334,Fall
52205,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,0.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52248,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,4.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52250,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,5.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52251,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,6.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52257,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,8.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52259,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,9.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52260,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,10.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52264,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,17.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
52277,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,27.0,Clean,Quarterly,Alert,(CFU/160L),2023,12,December,335,Winter
52282,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-04,3.0,Clean,Quarterly,,(CFU/160L),2023,12,December,338,Winter
52288,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-04,4.0,Clean,Quarterly,,(CFU/160L),2023,12,December,338,Winter
52301,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-04,14.0,Clean,Quarterly,,(CFU/160L),2023,12,December,338,Winter
53,Filling and Assembly,WC 5 - East,R30,Assembly,35.0,45.0,2025-01-06,1.0,Clean,Quarterly,,(CFU/160L),2025,1,January,6,Winter
54,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-01-06,2.0,Clean,Monthly,,(CFU/160L),2025,1,January,6,Winter
308,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-02-13,0.0,Clean,Monthly,,(CFU/160L),2025,2,February,44,Winter
309,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2025-02-13,0.0,Clean,Monthly,,(CFU/160L),2025,2,February,44,Winter
428,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-03-25,2.0,Clean,Monthly,,(CFU/160L),2025,3,March,84,Spring
564,Filling and Assembly,WC 5 - East,R30,Assembly,35.0,45.0,2025-04-10,7.0,Clean,Quarterly,,(CFU/160L),2025,4,April,100,Spring
565,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-04-10,5.0,Clean,Monthly,,(CFU/160L),2025,4,April,100,Spring
566,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2025-04-10,6.0,Clean,Monthly,,(CFU/160L),2025,4,April,100,Spring
936,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-06-13,7.0,Clean,Monthly,,(CFU/160L),2025,6,June,164,Summer
1072,Filling and Assembly,WC 5 - East,R30,Assembly,35.0,45.0,2025-07-24,2.0,Clean,Quarterly,,(CFU/160L),2025,7,July,205,Summer
1073,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-07-17,1.0,Clean,Monthly,,(CFU/160L),2025,7,July,198,Summer
1074,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2025-07-17,18.0,Clean,Monthly,,(CFU/160L),2025,7,July,198,Summer
1328,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2025-08-05,5.0,Clean,Monthly,,(CFU/160L),2025,8,August,217,Summer
1447,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-09-11,3.0,Clean,Monthly,,(CFU/160L),2025,9,September,254,Fall
1448,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2025-09-11,8.0,Clean,Monthly,,(CFU/160L),2025,9,September,254,Fall
1835,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-11-06,10.0,Clean,Monthly,,(CFU/160L),2025,11,November,310,Fall
1836,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2025-11-06,5.0,Clean,Monthly,,(CFU/160L),2025,11,November,310,Fall
1955,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2025-12-01,0.0,Clean,Monthly,,(CFU/160L),2025,12,December,335,Winter
1956,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2025-12-01,0.0,Clean,Monthly,,(CFU/160L),2025,12,December,335,Winter
9768,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2026-01-05,0.0,Clean,Monthly,,(CFU/160L),2026,1,January,5,Winter
10036,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2026-02-18,5.0,Clean,Monthly,,(CFU/160L),2026,2,February,49,Winter
10037,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2026-02-18,0.0,Clean,Monthly,,(CFU/160L),2026,2,February,49,Winter
10149,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2026-03-03,0.0,Clean,Monthly,,(CFU/160L),2026,3,March,62,Spring
10150,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2026-03-03,0.0,Clean,Monthly,,(CFU/160L),2026,3,March,62,Spring
46366,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-07-01,1.0,Clean,Monthly,,(CFU/160L),2024,7,July,183,Summer
46394,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-12-01,0.0,Clean,Monthly,,(CFU/160L),2023,12,December,335,Winter
46396,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-12-01,0.0,Clean,Monthly,,(CFU/160L),2023,12,December,335,Winter
46418,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2024-04-01,0.0,Clean,Monthly,,(CFU/160L),2024,4,April,92,Spring
46432,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-05-01,0.0,Clean,Monthly,,(CFU/160L),2024,5,May,122,Spring
46803,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-07-31,1.0,Clean,Quarterly,,(CFU/160L),2023,7,July,212,Summer
46997,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2024-07-01,18.0,Clean,Monthly,,(CFU/160L),2024,7,July,183,Summer
47035,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-02-01,1.0,Clean,Monthly,,(CFU/160L),2024,2,February,32,Winter
47044,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2024-03-01,1.0,Clean,Monthly,,(CFU/160L),2024,3,March,61,Spring
47071,Filling and Assembly,WC 5 - East,R30,Assembly,35.0,45.0,2024-07-01,28.0,Clean,Quarterly,,(CFU/160L),2024,7,July,183,Summer
47190,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-06-01,1.0,Clean,Monthly,,(CFU/160L),2024,6,June,153,Summer
47458,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-06-01,2.0,Clean,Monthly,,(CFU/160L),2023,6,June,152,Summer
47459,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-07-31,2.0,Clean,Monthly,,(CFU/160L),2023,7,July,212,Summer
47465,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-11-01,2.0,Clean,Monthly,,(CFU/160L),2023,11,November,305,Fall
47656,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-01-01,2.0,Clean,Monthly,,(CFU/160L),2024,1,January,1,Winter
47661,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2024-02-01,2.0,Clean,Monthly,,(CFU/160L),2024,2,February,32,Winter
47699,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2024-05-01,2.0,Clean,Monthly,,(CFU/160L),2024,5,May,122,Spring
47705,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2024-08-01,8.0,Clean,Monthly,,(CFU/160L),2024,8,August,214,Summer
47723,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-08-01,10.0,Clean,Monthly,,(CFU/160L),2024,8,August,214,Summer
48042,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2024-09-01,0.0,Clean,Monthly,,(CFU/160L),2024,9,September,245,Fall
48051,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-09-01,0.0,Clean,Monthly,,(CFU/160L),2024,9,September,245,Fall
48170,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-03-01,21.0,Clean,Monthly,Alert,(CFU/160L),2023,3,March,60,Spring
48276,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-04-01,3.0,Clean,Monthly,,(CFU/160L),2024,4,April,92,Spring
48421,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2024-06-01,3.0,Clean,Monthly,,(CFU/160L),2024,6,June,153,Summer
48845,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2024-10-01,3.0,Clean,Monthly,,(CFU/160L),2024,10,October,275,Fall
48865,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-05-01,21.0,Clean,Quarterly,,(CFU/160L),2023,5,May,121,Spring
48995,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-10-01,4.0,Clean,Monthly,,(CFU/160L),2024,10,October,275,Fall
49221,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-03-01,5.0,Clean,Monthly,,(CFU/160L),2023,3,March,60,Spring
49222,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-08-01,5.0,Clean,Monthly,,(CFU/160L),2023,8,August,213,Summer
49256,Filling and Assembly,WC 5 - East,R30,Assembly,35.0,45.0,2024-10-01,7.0,Clean,Quarterly,,(CFU/160L),2024,10,October,275,Fall
49386,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-12-01,5.0,Clean,Quarterly,,(CFU/160L),2023,12,December,335,Winter
49391,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-01-01,5.0,Clean,Quarterly,,(CFU/160L),2024,1,January,1,Winter
49405,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2024-04-01,5.0,Clean,Quarterly,,(CFU/160L),2024,4,April,92,Spring
49680,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-09-01,6.0,Clean,Monthly,,(CFU/160L),2023,9,September,244,Fall
49686,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-10-01,6.0,Clean,Monthly,,(CFU/160L),2023,10,October,274,Fall
49687,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-10-16,6.0,Clean,Quarterly,,(CFU/160L),2023,10,October,289,Fall
49837,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-03-01,6.0,Clean,Monthly,,(CFU/160L),2024,3,March,61,Spring
50084,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-06-01,7.0,Clean,Monthly,,(CFU/160L),2023,6,June,152,Summer
50094,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-09-01,7.0,Clean,Monthly,,(CFU/160L),2023,9,September,244,Fall
50097,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-10-16,7.0,Clean,Monthly,,(CFU/160L),2023,10,October,289,Fall
50399,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-07-01,8.0,Clean,Monthly,,(CFU/160L),2023,7,July,182,Summer
50468,Filling and Assembly,WC 5 - East,R30,Filling Room,30.0,40.0,2024-11-01,11.0,Clean,Monthly,,(CFU/160L),2024,11,November,306,Fall
50475,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-11-01,11.0,Clean,Monthly,,(CFU/160L),2024,11,November,306,Fall
50905,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-06-01,10.0,Clean,Quarterly,,(CFU/160L),2023,6,June,152,Summer
50906,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-07-31,10.0,Clean,Monthly,,(CFU/160L),2023,7,July,212,Summer
50918,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-10-16,10.0,Clean,Monthly,,(CFU/160L),2023,10,October,289,Fall
50989,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2024-01-01,10.0,Clean,Monthly,,(CFU/160L),2024,1,January,1,Winter
51102,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-10-01,11.0,Clean,Monthly,,(CFU/160L),2023,10,October,274,Fall
51542,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-03-01,14.0,Clean,Quarterly,,(CFU/160L),2023,3,March,60,Spring
51543,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-08-01,14.0,Clean,Monthly,,(CFU/160L),2023,8,August,213,Summer
51766,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-05-01,16.0,Clean,Monthly,,(CFU/160L),2023,5,May,121,Spring
51767,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-05-01,16.0,Clean,Monthly,,(CFU/160L),2023,5,May,121,Spring
51829,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2024-12-01,4.0,Clean,Monthly,,(CFU/160L),2024,12,December,336,Winter
51959,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-07-01,18.0,Clean,Monthly,,(CFU/160L),2023,7,July,182,Summer
51967,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-09-01,18.0,Clean,Quarterly,,(CFU/160L),2023,9,September,244,Fall
51969,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-10-01,18.0,Clean,Quarterly,,(CFU/160L),2023,10,October,274,Fall
52091,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-03-01,20.0,Clean,Monthly,,(CFU/160L),2023,3,March,60,Spring
52092,Filling and Assembly,WC 5 - East,R30,Assembly,25.0,35.0,2023-07-01,20.0,Clean,Quarterly,,(CFU/160L),2023,7,July,182,Summer
52180,Filling and Assembly,WC 5 - East,R30,Filling Room,20.0,25.0,2023-11-01,21.0,Clean,Monthly,Alert,(CFU/160L),2023,11,November,305,Fall
52206,Filling and Assembly,WC 5 - East,R30,Staging,30.0,40.0,2023-11-01,22.0,Clean,Monthly,,(CFU/160L),2023,11,November,305,Fall
